agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201811151900/16/1611_beat_meeting,1611 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-11-15 19:00,2018-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,"St. Thecla, 6333 N. Newcastle",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151830/6/632_beat_meeting,632 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2018-11-15 18:30,2018-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,Tuley Park Field House 501 E. 90th PL,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151830/6/633_beat_meeting,633 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2018-11-15 18:30,2018-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,Tuley Park Field House 501 E. 90th PL,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151830/25/2533_beat_meeting,2533 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-11-15 18:30,2018-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,25th District 5555 W Grand,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151830/14/1431/1432_beat_meeting,1431/1432 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-11-15 18:30,2018-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,2402 N. Washtenaw - Haas Park,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151800/11/beat_meeting_1113_14_15,Beat Meeting 1113-14-15 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-11-15 18:00,2018-11-15 19:00,America/Chicago,confirmed,0,N/A,N/A,4106 W. Monroe St. Michaels MBC,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811151800/16/dac_meeting,DAC Meeting,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2018-11-15 18:00,2018-11-15 19:00,America/Chicago,confirmed,0,N/A,N/A,"16th District Station Community Room, 5151 N. Milwaukee Avenue",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811141900/3/20_sector_beat_meeting_321_322_323_324,"20 Sector Beat Meeting (321, 322, 323 & 324)","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-11-14 19:00,2018-11-14 20:00,America/Chicago,confirmed,0,N/A,N/A,600 E. 73rd St. (Park Manor Church),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811141900/8/812_beat_meeting,812 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-11-14 19:00,2018-11-14 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Symphorosa Church - 6135 S. Austin Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811141800/10/beat_meeting_1013,Beat Meeting 1013,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-11-14 18:00,2018-11-14 19:00,America/Chicago,confirmed,0,N/A,N/A,Epiphany Church 2524 S. Keeler Av.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131900/3/10_sector_beat_meeting_311_312_313_314,"10 Sector Beat Meeting (311, 312, 313 & 314)","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-11-13 19:00,2018-11-13 20:00,America/Chicago,confirmed,0,N/A,N/A,"7040 S Cottage Grove,3rd Distrcit Auditorium.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131900/22/beat_meeting_2223,Beat Meeting 2223,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-11-13 19:00,2018-11-13 20:00,America/Chicago,confirmed,0,N/A,N/A,ROBICHAUX PARK-9247 S. EGGLESTON STREET,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131900/16/1613_beat_meeting,1613 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-11-13 19:00,2017-11-13 20:00,America/Chicago,confirmed,0,N/A,N/A,"Oriole Park, 5430 N. Olcott",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131830/19/beat_1933_community_meeting,Beat 1933 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-11-13 18:30,2018-11-13 19:30,America/Chicago,confirmed,0,N/A,N/A,"Illinois Masonic Hospital, 836 W. Wellington",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131830/11/beat_meeting_1124_25,Beat Meeting 1124-25,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-11-13 18:30,2018-11-13 19:30,America/Chicago,confirmed,0,N/A,N/A,2622 W. Jackson JLM Abundant Life Center,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811131800/10/beat_meeting_1021,Beat Meeting 1021,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-11-13 18:00,2018-11-13 19:00,America/Chicago,confirmed,0,N/A,N/A,Carey Tercentenary 1448 S. Homan Ave. ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811121900/19/beat_1932_community_meeting,Beat 1932 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-11-12 19:00,2018-11-12 20:00,America/Chicago,confirmed,0,N/A,N/A,"New Life Church, 1110 W. Lill",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201811081900/20/2023_beat_meeting,2023 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2018-11-08 19:00,2018-11-08 20:00,America/Chicago,confirmed,0,N/A,N/A,Kenmore Plaza 5225 N. Kenmore Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
